Key,English,Swedish
PROPQUEST_INC_110292,Good. Try anything on the caldron nearby. Caldron is near the magic shop.,Good. Try anything on the caldron nearby. Caldron is near the magic shop.
PROPQUEST_INC_110293,Cooking Class,Cooking Class
PROPQUEST_INC_110294,Food is the basic of survival. Why don't you cook on your own?,Food is the basic of survival. Why don't you cook on your own?
PROPQUEST_INC_110295,Good. Try anything on the oven nearby. Oven is near the food shop.,Good. Try anything on the oven nearby. Oven is near the food shop.
PROPQUEST_INC_110296,Carpentry Class,Carpentry Class
PROPQUEST_INC_110297,You can make furniture out of wood. Would you like to learn carpenting?,You can make furniture out of wood. Would you like to learn carpenting?
PROPQUEST_INC_110298,"Okay, try anything on the woodcutting tools nearby. The woodcutting tools are near the Housing Manager.","Okay, try anything on the woodcutting tools nearby. The woodcutting tools are near the Housing Manager."
PROPQUEST_INC_110299,Smithing Class,Smithing Class
PROPQUEST_INC_110300,You can make furniture out of wood. Would you like to learn carpenting?,You can make furniture out of wood. Would you like to learn carpenting?
PROPQUEST_INC_110301,"Okay, try anything at the nearest crafting tool. The tools are near the jewelry.","Okay, try anything at the nearest crafting tool. The tools are near the jewelry."
PROPQUEST_INC_132091,Destroy the pumpkins 1,Destroy the pumpkins 1
PROPQUEST_INC_132092,Complete the mission.,Complete the mission.
PROPQUEST_INC_132093,Destroy the pumpkins 2,Destroy the pumpkins 2
PROPQUEST_INC_132094,Complete the mission.,Complete the mission.
PROPQUEST_INC_132095,Thanksgiving Turkey,Thanksgiving Turkey
PROPQUEST_INC_132096,Help the mayor cook his turkey for thanksgiving.\nHunt monsters (Lv. -10 to Lv. +10 from your level) to earn [Event] Turkeys.,Help the mayor cook his turkey for thanksgiving.\nHunt monsters (Lv. -10 to Lv. +10 from your level) to earn [Event] Turkeys.
PROPQUEST_INC_132097,"Hello, adventurer! I'm planning to cook a turkey for the village. Do you have a moment to help?","Hello, adventurer! I'm planning to cook a turkey for the village. Do you have a moment to help?"
PROPQUEST_INC_132098,"Great! Actually, I tried to cook it myself, but while I left the ingredients outside, monsters stole them all! Can you help me get them back?","Great! Actually, I tried to cook it myself, but while I left the ingredients outside, monsters stole them all! Can you help me get them back?"
PROPQUEST_INC_132099,That's a shame. I'll try to figure something out on my own.,That's a shame. I'll try to figure something out on my own.
PROPQUEST_INC_132100,Thank you so much! I can finish cooking in time. Happy Thanksgiving!,Thank you so much! I can finish cooking in time. Happy Thanksgiving!
PROPQUEST_INC_132101,Are you done yet? The villagers are eagerly waiting!,Are you done yet? The villagers are eagerly waiting!
PROPQUEST_INC_110302,"Go out into the field and try to gather some. It will be a great help, whether you succeed or not.","Go out into the field and try to gather some. It will be a great help, whether you succeed or not."
PROPQUEST_INC_110303,"Go out into the field and chop some. It will be a great help, whether you succeed or not.","Go out into the field and chop some. It will be a great help, whether you succeed or not."
PROPQUEST_INC_110304,"Go out into the field and try to dig some. It will be a great help, whether you succeed or not.","Go out into the field and try to dig some. It will be a great help, whether you succeed or not."
PROPQUEST_INC_110305,"Go to the nearest river and try fishing. Whether you succeed or fail, it'll help you a lot.","Go to the nearest river and try fishing. Whether you succeed or fail, it'll help you a lot."
PROPQUEST_INC_110306,Try anything on the caldron nearby. Caldron is near the magic shop.,Try anything on the caldron nearby. Caldron is near the magic shop.
PROPQUEST_INC_110307,Try anything on the oven nearby. Oven is near the food shop.,Try anything on the oven nearby. Oven is near the food shop.
PROPQUEST_INC_110308,Try anything on the woodcutting tools nearby. The woodcutting tools are near the Housing Manager.,Try anything on the woodcutting tools nearby. The woodcutting tools are near the Housing Manager.
PROPQUEST_INC_110309,Try anything at the nearest crafting tool. The tools are near the jewelry.,Try anything at the nearest crafting tool. The tools are near the jewelry.
PROPQUEST_INC_110310,Hero Grade (2),Hero Grade (2)
PROPQUEST_INC_110311,I need you to reach level 140 and bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$. Only a real Hero can do that!,I need you to reach level 140 and bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$. Only a real Hero can do that!
PROPQUEST_INC_110312,Reach level 140 and bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$.,Reach level 140 and bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$.
PROPQUEST_INC_110313,Hero Grade (3),Hero Grade (3)
PROPQUEST_INC_110314,I need you to reach level 160 and bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$. Only a real Hero can do that!,I need you to reach level 160 and bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$. Only a real Hero can do that!
PROPQUEST_INC_110315,Reach level 160 and bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$.,Reach level 160 and bring $QUEST_END_ITEM_COUNT$x $QUEST_END_ITEM_NAME$.
PROPQUEST_INC_110316,Rumble from the Depths,Rumble from the Depths
PROPQUEST_INC_110317,(H-Hiii…!) T-tremors... w-waves... taller than a Clockworks... (Gulp) A... a deafening noise... Wh-what’s going on?!,(H-Hiii…!) T-tremors... w-waves... taller than a Clockworks... (Gulp) A... a deafening noise... Wh-what’s going on?!
PROPQUEST_INC_132103,What?! You’re not aware??! But where have you been?! Honestly… We can never count on you to keep an eye on our precious world…,What?! You’re not aware??! But where have you been?! Honestly… We can never count on you to keep an eye on our precious world…
PROPQUEST_INC_132104,"Well… listen. It doesn’t matter, I’ll need you. I have no idea what happened, or even where exactly… (hesitation) But I feel like the deafening noise came from the Krakens side.","Well… listen. It doesn’t matter, I’ll need you. I have no idea what happened, or even where exactly… (hesitation) But I feel like the deafening noise came from the Krakens side."
PROPQUEST_INC_132105,"I would have gone myself, but you see… (looking away) I still have a lot to do, and there are other adventurers I need to take care of… (coughs) And don’t think I’m scared, okay! It has nothing to do with that, absolutely nothing!","I would have gone myself, but you see… (looking away) I still have a lot to do, and there are other adventurers I need to take care of… (coughs) And don’t think I’m scared, okay! It has nothing to do with that, absolutely nothing!"
PROPQUEST_INC_132106,Find the location of the events and see what’s happening there,Find the location of the events and see what’s happening there
PROPQUEST_INC_132107,"Ah! Finally, someone reliable! I knew I could count on you. Go quickly, check near the Krakens side, and come back to tell me what you find. I’m sure you’ll do an excellent job! But… be careful, alright? That rumble wasn’t normal...","Ah! Finally, someone reliable! I knew I could count on you. Go quickly, check near the Krakens side, and come back to tell me what you find. I’m sure you’ll do an excellent job! But… be careful, alright? That rumble wasn’t normal..."
PROPQUEST_INC_132108,"What?! You’re not going?! Really… We can’t count on anyone… Fine, do as you wish, but remember that this world needs protectors, not cowards. And don’t come complaining if things get worse without you!","What?! You’re not going?! Really… We can’t count on anyone… Fine, do as you wish, but remember that this world needs protectors, not cowards. And don’t come complaining if things get worse without you!"
PROPQUEST_INC_132109,Starfish… coral… and all kinds of little sea things coming together to form… a portal?! This is insane… How could this be possible?!,Starfish… coral… and all kinds of little sea things coming together to form… a portal?! This is insane… How could this be possible?!
PROPQUEST_INC_132110,"You’re back already? But… don’t tell me you haven’t checked out the source of that noise yet! We need to know what’s happening on the Krakens side. Go on, get moving! The world’s not going to protect itself, you know!","You’re back already? But… don’t tell me you haven’t checked out the source of that noise yet! We need to know what’s happening on the Krakens side. Go on, get moving! The world’s not going to protect itself, you know!"
PROPQUEST_INC_132111,Magic water stone of Herneos,Magic water stone of Herneos
PROPQUEST_INC_132112,"Hmm… If what you’re telling me is true, it would correspond to a well-known legend of Madrigal… Once upon a time, in the Old World, Herneos was a prosperous city where everyone dreamed of living, a true underwater paradise with magnificent architecture.","Hmm… If what you’re telling me is true, it would correspond to a well-known legend of Madrigal… Once upon a time, in the Old World, Herneos was a prosperous city where everyone dreamed of living, a true underwater paradise with magnificent architecture."
PROPQUEST_INC_132113,"But one day, Shade pierced the glass bubble that protected Herneos from the depths of the ocean, and the city sank… along with its inhabitants. Since then, despite numerous searches, we have never found this lost city. But if you’re telling me a portal has opened…","But one day, Shade pierced the glass bubble that protected Herneos from the depths of the ocean, and the city sank… along with its inhabitants. Since then, despite numerous searches, we have never found this lost city. But if you’re telling me a portal has opened…"
PROPQUEST_INC_132114,"I’m afraid Shade has finally found a way to return to the city of Herneos… For what purpose? I have no idea, but we need to ensure it is indeed the city of Herneos…","I’m afraid Shade has finally found a way to return to the city of Herneos… For what purpose? I have no idea, but we need to ensure it is indeed the city of Herneos…"
PROPQUEST_INC_132115,Bring back a magical water stone from the discovered location and have it analyzed by Dr. Estly,Bring back a magical water stone from the discovered location and have it analyzed by Dr. Estly
PROPQUEST_INC_132116,"Ah, thank you! I knew you’d understand the urgency. If this really is a magical water stone from Herneos, then Shade’s reach might be spreading in ways we never expected… Please, bring back a stone as soon as you can. And be careful Herneos may be more dangerous now than we imagine.","Ah, thank you! I knew you’d understand the urgency. If this really is a magical water stone from Herneos, then Shade’s reach might be spreading in ways we never expected… Please, bring back a stone as soon as you can. And be careful Herneos may be more dangerous now than we imagine."
PROPQUEST_INC_132117,"What?! You’re not interested in helping with this? You don’t understand this isn’t just some small errand! Herneos could be the key to untold mysteries… and maybe even threats. But fine, if you can’t be bothered, I’ll just have to find someone else…","What?! You’re not interested in helping with this? You don’t understand this isn’t just some small errand! Herneos could be the key to untold mysteries… and maybe even threats. But fine, if you can’t be bothered, I’ll just have to find someone else…"
