Key,English,Dutch
UI_GUILD_TAB_HOUSING_INFO,"If your guild owns a Guild Ship, every other Saturday you must place an Artifact at one of the designated locations. Placing an Artifact costs #b#u%s Penya#nu#nb.\n\nIf your guild does not own a Guild Ship, you can register for the next Artifact Battle for #b#u%s Penya#nu#nb for a chance to obtain one.\nYou can only apply or cancel up to 1 hour before the battle begins.\n\n\nOnce the Artifact is placed, your guild must defend it on the PK channel against other players. If you fail to defend it, you will lose ownership of the Guild Ship.\n\nIf you successfully defend it, #ba portion of the registration fee will be refunded.#nb","If your guild owns a Guild Ship, every other Saturday you must place an Artifact at one of the designated locations. Placing an Artifact costs #b#u%s Penya#nu#nb.\n\nIf your guild does not own a Guild Ship, you can register for the next Artifact Battle for #b#u%s Penya#nu#nb for a chance to obtain one.\nYou can only apply or cancel up to 1 hour before the battle begins.\n\n\nOnce the Artifact is placed, your guild must defend it on the PK channel against other players. If you fail to defend it, you will lose ownership of the Guild Ship.\n\nIf you successfully defend it, #ba portion of the registration fee will be refunded.#nb"
UI_HOUSINGSETUP_PRESETS,Presets,Presets
UI_HOUSINGSETUP_MANAGE,Management,Management
UI_HOUSINGPRESET_INFO,You can manage housing presets for this house template in this window. Click a preset to preview object and NPC placements.\n\n#b#uNote:#nb#nu Applying a preset will remove all currently placed decorations and NPCs. Only the NPCs you have placed will be saved to the preset list. Decorations or NPCs that have expired will not be placed when applying a preset.,You can manage housing presets for this house template in this window. Click a preset to preview object and NPC placements.\n\n#b#uNote:#nb#nu Applying a preset will remove all currently placed decorations and NPCs. Only the NPCs you have placed will be saved to the preset list. Decorations or NPCs that have expired will not be placed when applying a preset.
UI_HOUSINGPRESET_HDR,Preset List,Preset List
UI_HOUSINGPRESET_NEW,New,Nieuw
UI_HOUSINGPRESET_DELETE,Delete,Verwijder
UI_HOUSINGPRESET_APPLY,Apply,Toepassen
UI_HOUSINGPRESETS_MSGBOX_INFO,Preset Name,Preset Name
UI_HOUSINGPRESETS_ERROR_NAME,You have to set a name.,You have to set a name.
UI_HOUSINGPRESETS_ERROR_NAME_INVALID,The name you set for the preset is incorrect!,The name you set for the preset is incorrect!
UI_UPGRADE_GENERALTAB,General Upgrade,General Upgrade
UI_UPGRADE_ELEMENTTAB,Element Upgrade,Element Upgrade
UI_UPGRADE_PIERCINGTAB,Piercing,Doorboring
UI_GUILD_TAB_HOUSING_VISITS,Allow Non-Guild Visitors,Allow Non-Guild Visitors
UI_HOUSINGSETUP_FILTER_CHAIR,Chair,Chair
UI_HOUSINGSETUP_FILTER_SOFA,Sofa,Sofa
UI_HOUSINGSETUP_FILTER_LIGHT,Light,Light
UI_HOUSINGSETUP_FILTER_DESK,Desk,Desk
UI_HOUSINGSETUP_FILTER_TABLE,Table,Table
UI_HOUSINGSETUP_FILTER_DRAWER,Drawer,Drawer
UI_HOUSINGSETUP_FILTER_BED,Bed,Bed
UI_HOUSINGSETUP_FILTER_PLANT,Plant,Plant
UI_HOUSINGSETUP_FILTER_CLOSET,Closet,Closet
UI_HOUSINGSETUP_FILTER_BATH,Bath,Bath
UI_PLAYERHOUSINGBUY_SIZE_SMALL,S,S
UI_PLAYERHOUSINGBUY_SIZE_MEDIUM,M,M
UI_PLAYERHOUSINGBUY_SIZE_LARGE,L,L
UI_ACHIEVEMENTS_STAT_PAGE,Additional Stat Page,Additional Stat Page
UI_STAT_PAGE_SELECT,Select your stat page:,Select your stat page:
UI_HOUSINGSETUP_FILTER_FENCE,Fence,Fence
UI_HOUSINGSETUP_FILTER_GRASS,Grass,Gras
UI_HOUSINGSETUP_FILTER_ROCK,Rock,Steen
UI_REPORT_DISCORD,"To report a player, please send a message through our Discord Modmail with valid evidence. Open Discord now?","To report a player, please send a message through our Discord Modmail with valid evidence. Open Discord now?"
UI_GUILDSHIP_UNKNOWN,Unknown Guild,Unknown Guild
UI_GUILDSHIP_VACANT,Unclaimed Ship,Unclaimed Ship
UI_OPTION_WINDOWS_FONT,PC Flyff Font,PC Flyff Font
UI_CREATE_ULTIMATE_WEAPON,Create Ultimate Weapon,Create Ultimate Weapon
UI_CREATE_ULTIMATE_WEAPON_DESC,Create Ultimate weapons during the event period to earn rewards!\nYou can earn additional rewards based on how many you create.,Create Ultimate weapons during the event period to earn rewards!\nYou can earn additional rewards based on how many you create.
UI_CREATE_ULTIMATE_WEAPON_LVL1,1 time,1 time
UI_CREATE_ULTIMATE_WEAPON_LVL2,2 times,2 times
UI_CREATE_ULTIMATE_WEAPON_LVL3,3 times,3 times
UI_CREATE_ULTIMATE_WEAPON_LVL4,4 times,4 times
UI_CREATE_ULTIMATE_WEAPON_LVL5,5 times,5 times
UI_UPGRADE_ULTIMATE_WEAPON,Upgrade Ultimate Weapon,Upgrade Ultimate Weapon
UI_UPGRADE_ULTIMATE_WEAPON_DESC,Upgrade Ultimate weapons during the event period to earn rewards!\nYou can earn additional rewards based on the upgrade level.,Upgrade Ultimate weapons during the event period to earn rewards!\nYou can earn additional rewards based on the upgrade level.
UI_UPGRADE_ULTIMATE_WEAPON_LVL1,Achieve Ultimate Upgrade +1,Achieve Ultimate Upgrade +1
UI_UPGRADE_ULTIMATE_WEAPON_LVL2,Achieve Ultimate Upgrade +2,Achieve Ultimate Upgrade +2
UI_UPGRADE_ULTIMATE_WEAPON_LVL3,Achieve Ultimate Upgrade +3,Achieve Ultimate Upgrade +3
UI_UPGRADE_ULTIMATE_WEAPON_LVL4,Achieve Ultimate Upgrade +4,Achieve Ultimate Upgrade +4
UI_UPGRADE_ULTIMATE_WEAPON_LVL5,Achieve Ultimate Upgrade +5,Achieve Ultimate Upgrade +5
UI_RAINBOWRACE_RANKING,Leaderboard,Leaderboard
UI_EXCHANGE_ACCOUNTLINK,#cffff0000The result will be Account-Linked because some of the materials are Account-Linked.#nc,#cffff0000The result will be Account-Linked because some of the materials are Account-Linked.#nc
UI_EXCHANGE_SOULLINK,#cffff0000The result will be Soul-Linked because some of the materials are Soul-Linked.#nc,#cffff0000The result will be Soul-Linked because some of the materials are Soul-Linked.#nc
UI_RAINBOWRACE_TELEPORT_TITLE,Rainbow Race,Rainbow Race
UI_RAINBOWRACE_TELEPORT_MSG,"The Rainbow Race will begin shortly. Teleport to the starting point? If you decline, you will be disqualified with no refund.","The Rainbow Race will begin shortly. Teleport to the starting point? If you decline, you will be disqualified with no refund."
UI_BATTLEPASS_CHRISTMAS2023,Christmas Pass 2023,Christmas Pass 2023
UI_HOME_LOGIN_EMAIL,Sign in with Email,Sign in with Email
UI_HOME_LOGIN_EMAIL_TIP,Log in with your Flyff Universe account email or username,Log in with your Flyff Universe account email or username
UI_SESSION_TITLE,Saved Sessions,Saved Sessions
UI_SESSION_REMOVE,Remove,Remove
UI_SESSION_REMOVEALL,Remove All,Remove All
UI_LOW_FRAMERATE_GUIDE_TITLE,Caution,Caution
UI_LOW_FRAMERATE_GUIDE_DESC,Client performance is low.\nPlease review the following tips:,Client performance is low.\nPlease review the following tips:
UI_LOW_FRAMERATE_GUIDE_GUIDE01,1) Adjust the in-game video/graphic settings to match your PC.,1) Adjust the in-game video/graphic settings to match your PC.
UI_LOW_FRAMERATE_GUIDE_GUIDE02,2) Make sure hardware acceleration is enabled in your browser.,2) Make sure hardware acceleration is enabled in your browser.
UI_LOW_FRAMERATE_GUIDE_BUTTON_SETTING,Go to Game Settings,Go to Game Settings
UI_BATTLEPASS_MISSION_FINISH_RAINBOW_RACE,Finish a Rainbow Race,Finish a Rainbow Race
UI_LOCKED_SLOT_TIP,"Additional inventory slots can be unlocked by completing certain quests or achievements, or by using an Extra Bag (available in the Flyff Shop).","Additional inventory slots can be unlocked by completing certain quests or achievements, or by using an Extra Bag (available in the Flyff Shop)."
UI_LOCKED_SLOT_TIP_COUPLE,Additional slots can be unlocked by increasing your couple level or proposing with a higher-grade couple ring.,Additional slots can be unlocked by increasing your couple level or proposing with a higher-grade couple ring.
UI_QUEST_SLOTS_COMMAND,Uncompleted quests that unlock inventory slots:,Uncompleted quests that unlock inventory slots:
UI_ACHIEVEMENT_SLOTS_COMMAND,Unclaimed or incomplete achievements that unlock inventory slots:,Unclaimed or incomplete achievements that unlock inventory slots:
UI_QUEST_KILL_MONSTER_COUNT,Defeat Monsters #cffc32f07#b%d/%d#nb#nc,Defeat Monsters #cffc32f07#b%d/%d#nb#nc
UI_STORAGE_EXPIRED,(Expired),(Expired)
UI_STORAGE_GETALL,Retrieve All,Retrieve All
UI_STORAGE_GETALL_TIP,Retrieve all items to your inventory,Retrieve all items to your inventory
UI_STORAGE_LIST,Contains %d items:,Contains %d items:
UI_STORAGE_MORE,And %d more,And %d more
UI_STORAGE_VIEW,Shift+Left-click or Right-click to view the contents.,Shift+Left-click or Right-click to view the contents.
UI_STORAGE_VIEW_INV,Shift+Left-click to view the contents.,Shift+Left-click to view the contents.
UI_STORAGE_VIEW_MOBILE,Long press to view the contents.,Long press to view the contents.
UI_ACHIEVEMENTS_TOTAL_CONNECTION_PREMIUM_TAB,Premium Login Rewards,Premium Login Rewards
UI_ACHIEVEMENTS_PROBABILITY,Probability,Probability
UI_ACHIEVEMENTS_PROBABILITYTIP,View premium reward probabilities,View premium reward probabilities
UI_ACHIEVEMENTS_PLAYTIME_PURCHASEBTN,Purchase Playtime Coupon,Purchase Playtime Coupon
UI_ACHIEVEMENTS_CONNECTION_PURCHASEBTN,Purchase Login Coupon,Purchase Login Coupon
UI_STATBOARD_TITLE,Statboard,Statboard
UI_STATBOARD_RAW,Raw Stats,Raw Stats
UI_STATBOARD_GRAPHS,Graphs,Graphs
UI_STATBOARD_RANK,Rank,Rank
UI_STATBOARD_TIME,Time,Time
UI_STATBOARD_ITEMS,Items,Items
UI_STATBOARD_SPEED,Avg Speed,Avg Speed
UI_STATBOARD_HIDDEN,Hidden zero values: %d,Hidden zero values: %d
UI_APP_UPGRADABLE_ITEMPACK_TIP,Displays the Upgradable Item Pack Menu.,Displays the Upgradable Item Pack Menu.
UI_UPGRADE_ITEMPACK,Upgrade,Upgrade
UI_ITEMPACK_UPGRADE_TITLE,Item Pack Upgrade,Item Pack Upgrade
UI_ITEMPACK_UPGRADE_DESC,"When you open an egg, you can receive all of the items listed below.\nIf you successfully upgrade the egg, you will receive higher-ranked items. If the upgrade fails, the egg may be downgraded or destroyed.","When you open an egg, you can receive all of the items listed below.\nIf you successfully upgrade the egg, you will receive higher-ranked items. If the upgrade fails, the egg may be downgraded or destroyed."
UI_ITEMPACK_UPGRADE_DESC_EMPTY,Drag and drop an upgradable item pack into the item slot.,Drag and drop an upgradable item pack into the item slot.
UI_ITEMPACK_UPGRADE_CONFIRM,Successful upgrades increase the reward. Failed upgrades may downgrade or destroy the item.\nProceed?,Successful upgrades increase the reward. Failed upgrades may downgrade or destroy the item.\nProceed?
UI_TAB_EGG_USE_NAME,Egg Use Achievements Event,Egg Use Achievements Event
UI_EGG_USE_EVENT,Egg Use,Egg Use
UI_EGG_USE_EVENT_DESC,"Use eggs during the event to earn rewards.\nRewards are granted when the total number of eggs used reaches certain milestones.\nRewards are limited by egg color, so hurry - first come, first served!","Use eggs during the event to earn rewards.\nRewards are granted when the total number of eggs used reaches certain milestones.\nRewards are limited by egg color, so hurry - first come, first served!"
UI_EGG_USE_RED_EGG,Red Egg,Red Egg
UI_EGG_USE_ORANGE_EGG,Orange Egg,Orange Egg
UI_EGG_USE_YELLOW_EGG,Yellow Egg,Yellow Egg
UI_EGG_USE_GREEN_EGG,Green Egg,Green Egg
UI_EGG_USE_BLUE_EGG,Blue Egg,Blue Egg
UI_PLAYERHOUSINGBUY_KEEPTIME,Expires in:,Expires in:
UI_HOUSINGSETUP_KEEPTIME,Expires in:,Expires in:
UI_GUILD_TAB_HOUSING_JOINBATTLE,Participate in Artifact Battle,Participate in Artifact Battle
UI_GUILD_TAB_HOUSING_CANCELBATTLE,Cancel Participation,Cancel Participation
UI_GUILDHOUSING_ARTIFACTBATTLEJOIN_MSGBOX_INFO,"Participate in the next Artifact Battle?\n#cffff0000#bWARNING: Participation costs %s Penya, which is taken from your Guild Bank!#nb#nc","Participate in the next Artifact Battle?\n#cffff0000#bWARNING: Participation costs %s Penya, which is taken from your Guild Bank!#nb#nc"
UI_GUILDHOUSING_ARTIFACTBATTLECANCEL_MSGBOX_INFO,Cancel participation in the Artifact Battle? All Penya spent to participate will be refunded.,Cancel participation in the Artifact Battle? All Penya spent to participate will be refunded.
UI_GUILD_TAB_HOUSING_NEXTARTIFACTBATTLEHDR,Next Artifact Battle:,Next Artifact Battle:
UI_CHARINFO_HOUSING,Housing,Housing
UI_CHARINFO_HOUSING_TEMPLATE,Current Template,Current Template
UI_CHARINFO_HOUSING_EXPIRATION,Expires in,Expires in
UI_CHARINFO_HOUSING_BONUSES,Current bonuses,Current bonuses
UI_CHARINFO_HOUSING_NOHOUSE,No house yet.,No house yet.
UI_CHARINFO_HOUSING_EXPIRED,Expired.,Expired.
UI_HOUSINGPRESETSAPPLY_MSGBOX_INFO,This preset contains non-permanent decorations or NPCs. Apply this preset anyway?\n#b#cff78e12fNote: Decorations and NPCs with the shortest remaining duration are prioritized.#nb#nc,This preset contains non-permanent decorations or NPCs. Apply this preset anyway?\n#b#cff78e12fNote: Decorations and NPCs with the shortest remaining duration are prioritized.#nb#nc
UI_GUILDHOUSING_ARTIFACTBATTLE_TIMELEFT,Artifact Battle Ends In,Artifact Battle Ends In
UI_GUILD_LOG_BTN,Log,Log
UI_GUILDLOG_TITLE,Guild Log,Guild Log
UI_GUILDLOG_JOINED,Joined,Joined
UI_GUILDLOG_LEFT,Left,Left
UI_GUILDLOG_EJECTED,Ejected,Ejected
UI_GACHA_OPEN_ALL,Open All,Open All
UI_GACHA_OPEN_ONE,Open 1,Open 1
UI_GACHA_OPEN_ALL_CONFIRM,Open all boxes?,Open all boxes?
UI_BATTLEPASS_MISSION_USEITEM,Use %s,Use %s
UI_HOUSINGGUESTBOOK_TOTALLIKES,Total Likes,Total Likes
UI_HOUSINGGUESTBOOK_WELCOMEMSGTITLE,Welcome Message,Welcome Message
UI_HOUSINGGUESTBOOK_MSGBOX_TITLE_1,Welcome Message,Welcome Message
UI_HOUSINGGUESTBOOK_MSGBOX_TITLE_2,Post Message,Post Message
UI_HOUSINGGUESTBOOK_MSGBOX_DESC,The message has to be between 4 and %d characters. ,The message has to be between 4 and %d characters. 
UI_HOUSINGGUESTBOOK_DEL_TITLE,Delete Message,Delete Message
UI_HOUSINGGUESTBOOK_DEL_CONFIRM,Delete this guest's message?,Delete this guest's message?
UI_PLAYERHOUSINGBUY_SIZE_EXTRA_LARGE,XL,XL
UI_HOUSINGSETUP_FILTER_FLOOR,Floor,Floor
UI_HOUSINGSETUP_FILTER_CEILING,Ceiling,Ceiling
UI_HOUSINGSETUP_FILTER_WALL,Wall,Wall
UI_PARTY_CHANGE_NAME,Name,Naam
UI_PARTY_CHANGE_NAME_TIP,Change the Party name.,Change the Party name.
UI_KALGAS_ASSAULT_NOT_SCHEDUL_DESC,There is no Kalgas Assault scheduled.,There is no Kalgas Assault scheduled.
UI_KALGAS_ASSAULT_CANNOT_ENTER,You cannot enter Kalgas Assault at this time.,You cannot enter Kalgas Assault at this time.
UI_KALGAS_ASSAULT_ENTERTIME_DESC,Enter Kalgas Assault now?\n\nEntry time remaining: %s,Enter Kalgas Assault now?\n\nEntry time remaining: %s
UI_KALGAS_ASSAULT_REGISTRATIONTIME_DESC,Cannot enter Kalgas Assault yet.\n\nEntry Start: %02d:%02d:%02d,Cannot enter Kalgas Assault yet.\n\nEntry Start: %02d:%02d:%02d
UI_KALGAS_ASSAULT_LATE_DESC,Today's Kalgas Assault has already started.,Today's Kalgas Assault has already started.
UI_KALGAS_ASSAULT_REG_DESC,"#cff0000ffRegistration#nc\nTime until registration opens:\n %s \nTime until entry:\n %s \nMinimum level: %d\n\nCurrent number of registered players: %d\n\n※ Only players registered for Kalgas Assault can participate.\n※ You cannot enter after the entry period ends.\n※ Maximum 200 players per instance (100 vs 100).\n※ Ranking rewards require at least 20 players. If fewer than 20 players participate, only the winner reward will be granted.\n※ Teams are assigned randomly.","#cff0000ffRegistration#nc\nTime until registration opens:\n %s \nTime until entry:\n %s \nMinimum level: %d\n\nCurrent number of registered players: %d\n\n※ Only players registered for Kalgas Assault can participate.\n※ You cannot enter after the entry period ends.\n※ Maximum 200 players per instance (100 vs 100).\n※ Ranking rewards require at least 20 players. If fewer than 20 players participate, only the winner reward will be granted.\n※ Teams are assigned randomly."
UI_SUN,Sunday,Zondag
UI_MON,Monday,Maandag
UI_TUE,Tuesday,Dinsdag
UI_WED,Wednesday,Woensdag
UI_THU,Thursday,Donderdag
UI_FRI,Friday,Vrijdag
UI_SAT,Saturday,Zaterdag
UI_KALGAS_ASSAULT_INFO_TITLE,Kalgas Assault Information,Kalgas Assault Information
UI_KALGAS_ASSAULT_REGISTRATION_TITLE,Kalgas Assault Registration,Kalgas Assault Registration
UI_KALGAS_ASSAULT_REGISTER,Registration,Registration
UI_KALGAS_ASSAULT_REGISTERED,Registered,Registered
UI_KALGAS_ASSAULT_RANK_TITLE,Rank,Rank
UI_KALGAS_ASSAULT_RANK_RETURN,Transport to Town,Transport to Town
UI_KALGAS_ASSAULT_RANK_WINNER,Winner: %s,Winner: %s
UI_KALGAS_ASSAULT_RANK_MYRANK,My Ranking: %s,My Ranking: %s
UI_KALGAS_ASSAULT_RANK_NOT_RECORD,No record,No record
UI_KALGAS_ASSAULT_RANK_KALGAS,Kalgas,Kalgas
UI_KALGAS_ASSAULT_RANK_ARTIFACT,Artifact,Artifact
UI_KALGAS_ASSAULT_RANK_KILL,Kill,Kill
UI_KALGAS_ASSAULT_RANK_RANKING,Ranking,Ranglijst
UI_KALGAS_ASSAULT_RANK_TEAM,Team,Team
UI_KALGAS_ASSAULT_RANK_NAME,Name,Naam
UI_KALGAS_ASSAULT_RANK_POINT,Point,Punt
UI_TOOLTIP_DST_BOSS_DMG,Boss Monster Damage,Boss Monster Damage
UI_KALGAS_ASSAULT_KILL_COUNT,Kill Count: %d,Kill Count: %d
UI_KALGAS_ASSAULT_REVIVAL_TITLE,Kalgas Assault Revival,Kalgas Assault Revival
UI_KALGAS_ASSAULT_REVIVAL_COUNT,Revive in: %d sec,Revive in: %d sec
UI_KALGAS_ASSAULT_REVIVAL_DEFAULT,Free Revive,Uitgangspunt
UI_KALGAS_ASSAULT_REVIVAL_GOLD,Revive Now (Gold Coin x%d),Revive Now (Gold Coin x%d)
UI_KALGAS_ASSAULT_REVIVAL_SILVER,Revive Now (Silver Coin),Revive Now (Silver Coin)
UI_KALGAS_ASSAULT_TIMER_KALGAS,Time until Kalgas appears,Time until Kalgas appears
UI_KALGAS_ASSAULT_TIMER_END,Time until Kalgas Assault ends,Time until Kalgas Assault ends
UI_KALGAS_ASSAULT_UNFULFILLED_PLAY_TIME,You did not participate long enough to qualify for rewards or rankings.,You did not participate long enough to qualify for rewards or rankings.
UI_KALGAS_ASSAULT_WINNER,Congratulations. %s Team Wins!,Congratulations. %s Team Wins!
UI_KALGAS_ASSAULT_DRAW,The winner could not be decided.,The winner could not be decided.
UI_KALGAS_ASSAULT_RETURN_COUNT,You will be moved to town in %d seconds.,You will be moved to town in %d seconds.
UI_BLACK,Black,Zwart
UI_WHITE,White,Wit
UI_DRAW,Draw,Draw
UI_KALGAS_ASSAULT_READY,Kalgas Assault is about to start!,Kalgas Assault is about to start!
UI_KALGAS_ASSAULT_ENTRY_CLOSE_REMAINING,Kalgas Assault entry will close in %d minutes.,Kalgas Assault entry will close in %d minutes.
UI_KALGAS_ASSAULT_PLAY_START_REMAINING,Kalgas Assault will start in %d minutes.,Kalgas Assault will start in %d minutes.
UI_RAINBOWRACE_TEAMSELECTION_DESC,"You can form a team with a friend or a random player to compete in the race.\n\nOnce you select a team, it cannot be changed or canceled. Choose carefully.","You can form a team with a friend or a random player to compete in the race.\n\nOnce you select a team, it cannot be changed or canceled. Choose carefully."
UI_RAINBOWRACE_RANDOMMATCHING,Random Match,Random Match
UI_RAINBOWRACE_TEAMWITHFRIEND,Team Up with a Friend,Team Up with a Friend
UI_RAINBOWRACE_TEAMINVITATION,Invite Friend,Invite Friend
UI_RAINBOWRACE_FRIEND_LEVEL,Level,Level
UI_RAINBOWRACE_FRIEND_NAME,Name,Naam
UI_RAINBOWRACE_FRIEND_APPLICATION,Application,Application
UI_RAINBOWRACE_INVITATION_CONFIRM,Participate in Rainbow Race Duo (%s) with %s? The application fee is %lld Penya.,Participate in Rainbow Race Duo (%s) with %s? The application fee is %lld Penya.
