Key,English,Thai
UI_SERVERTRANSFER_FWC_DESC,"Select the server you want to transfer your character to. The transfer will take place after the FWC server closes, and you can still play on your character until then. If you're not sure where you want to transfer, you can close this window and choose the next time you log in. Once you confirm your server, you can't change your choice.",การโอนย้ายจะเกิดขึ้นหลังจากสิ้นสุดระยะเวลา FWC และในระหว่างนี้คุณยังคงสามารถเข้าสู่ระบบตัวละครของคุณได้ หากคุณไม่แน่ใจ คุณสามารถปิดหน้าต่างนี้และเลือกเข้าสู่ระบบครั้งต่อไป คุณไม่สามารถเปลี่ยนตัวเลือกของคุณได้หลังจากยืนยันแล้ว
UI_PVPCONTEST_SPECTATE_CAMERAMODE_1,Free Camera,มุมกล้องอิสระ
UI_PVPCONTEST_SPECTATE_CAMERAMODE_2,Normal Camera,มุมกล้องปกติ
UI_PVPCONTEST_SPECTATE_LEAVE,Leave spectating,ออกจากการชมการแข่งขัน
UI_PVPCONTEST_SPECTATE_TITLE,Spectating Settings,ตั้งค่าการเข้าชม
UI_FULLSCREEN_ERROR,Fullscreen is not available. If you use Safari press Share > Add to Home Screen and launch the game from your App List.,ไม่สามารถใช้งานโหมดเต็มจอได้ หากคุณใช้ Safari ให้กด Share > Add to Home Screen (แชร์ > เพิ่มไปยังหน้าจอหลัก) และเปิดเกมจาก App List ของคุณ
UI_PVPCONTEST_RANKING_FINALISTS,Finalists,ผู้เข้ารอบสุดท้าย
UI_SERVERTRANSFER_CONFIRM,Are you sure you want to transfer your character to %s? You cannot change your choice after confirming.,คุณแน่ใจหรือไม่ว่าต้องการถ่ายโอนตัวละครของคุณไปยัง %s? คุณไม่สามารถเปลี่ยนแปลงได้หลังจากกดยืนยันแล้ว
UI_RPS_INFO,RPS Game\nYou can use the Global Limited Gacha only if you win.,RPS Game\nคุณสามารถเข้าร่วม Global Limited Gacha ได้เมื่อคุณชนะเท่านั้น
UI_GACHA_DESC_GLOBAL_DAILY,"When opening the Random Gacha, you will receive one of the items listed below.\nThe prize pool is shared among all players on the server and each item has a limited quantity.\nThe pool resets at 00:00 server time.",เมื่อคุณสุ่มกาชา คุณจะได้รับไอเท็ม 1 ชิ้นจากรายการด้านล่าง\nการสุ่มกาชาจะมีผลกับผู้เล่นทุกคนบนเซิร์ฟเวอร์ ดังนั้นจะได้รับรางวัลเป็นจำนวนจำกัด\nจำนวนจำกัดจะรีเซ็ตในเวลา 00:00 น. ตามเวลาเซิร์ฟเวอร์
UI_RPS_REWARD_TITLE,Result,ผลลัพธ์
UI_RPS_REWARD_TEXT,Would you like to accept the item?,คุณต้องการรับไอเท็มหรือไม่?
UI_RPS_REWARD_ACCEPT,Accept,ตกลง
UI_RPS_REWARD_DECLINE,Decline,ปฏิเสธ
UI_RPS_TITLE,Rock Paper Scissors,เป่ายิ้งฉุบ
UI_RPS_VS,VS,VS
UI_RPS_DEFEAT,You Lose!,คุณแพ้!
UI_RPS_PAPER,Paper,กระดาษ
UI_RPS_ROCK,Rock,ค้อน
UI_RPS_SCISSORS,Scissors,กรรไกร
UI_RPS_WIN_TITLE,You Win!,คุณชนะ!
UI_GACHA_ACCEPT,Accept,ยอมรับ
UI_GACHA_DECLINE,Decline,ยกเลิก
UI_MSGBOX_PASTE,Paste,วาง
UI_MSGBOX_CUT,Cut,ตัด
UI_GUILDBUFF_LEVEL,Activated Buff Level,เปิดบัฟเลเวล
UI_GUILDBUFF_NEXTLEVEL,Next Level %s / %s,เลเวลถัดไป %s / %s
UI_GUILDBUFF_DONATE,Donation,บริจาค
UI_GUILDBUFF_TAB_LIST,Buff Information,ข้อมูลบัฟ
UI_GUILDBUFF_TAB_TOKENS,Token Donation,บริจาค Token
UI_TOOLTIP_DST_DROP_EXP,Monster EXP and Drop,Exp และการดรอปของจากมอนสเตอร์
UI_GUILD_TAB_BUFFS,Guild Buff,บัฟกิลด์
UI_TOOLTIP_DST_SPEED_ALL,Attack & Casting Speed,ความในการโจมตีและความเร็วในการร่ายเวท
UI_GUILDBUFF_MEMBER,Member,สมาชิก
UI_GUILDBUFF_NONE,There is no donation yet. ,ไม่มีการบริจาค
UI_TOOLTIP_BUYREQLV,Purchase requirement is level %d or higher,การซื้อมีเงื่อนไขเลเวลที่ %d หรือสูงกว่า
UI_COSTUME_BOX_ITEM,Costume Box,กล่อง Costume
UI_COSTUME_BOX_MATERIAL,Repair Hammer,Repair Hammer
UI_COSTUME_BOX_UPGRADE_PROB,Success: #b%s#nb,ดำเนินการ #b%s#nb สำเร็จ
UI_COSTUME_BOX_DECREASED,The Costume Box Upgrade Level has decreased,ระดับการอัพเกรด Costume Box ลดลง
UI_MATERIAL_COUNT,%s x%d,%s x%d
UI_PURCHASE_LIMIT,Purchase Limit: %d / %d,จำกัดการซื้อt: %d / %d
UI_FITTINGROOM_BG,Background,ฉากหลัง
UI_OPTION_PRECISECURSOR,Pixel-Perfect Cursor Selection,การเลือกเคอร์เซอร์ให้เหมาะตาม Pixel 
UI_WEBVIEW_OPEN,Please open your web browser to continue.,กรุณาเปิดเว็บเบราว์เซอร์ของคุณเพื่อดำเนินการต่อ
UI_BATTLEPASS_JAN,January %d Pass,January %d Pass
UI_BATTLEPASS_FEB,February %d Pass,February %d Pass
UI_BATTLEPASS_MAR,March %d Pass,March %d Pass
UI_BATTLEPASS_APR,April %d Pass,April %d Pass
UI_BATTLEPASS_MAY,May %d Pass,May %d Pass
UI_BATTLEPASS_JUN,June %d Pass,June %d Pass
UI_BATTLEPASS_JUL,July %d Pass,July %d Pass
UI_BATTLEPASS_AUG,August %d Pass,August %d Pass
UI_BATTLEPASS_SEP,September %d Pass,September %d Pass
UI_BATTLEPASS_OCT,October %d Pass,October %d Pass
UI_BATTLEPASS_NOV,November %d Pass,November %d Pass
UI_BATTLEPASS_DEC,December %d Pass,December %d Pass
UI_BATTLEPASS_MISSION_CONSECUTIVE_LOGIN,Log In for %s Consecutive Days,เข้าสู่ระบบติดต่อกัน %s วัน
UI_BATTLEPASS_INFO6,%s ends at: #b%s#nb (UTC Time)\nWeekly points limit: #b%d / %d#nb\n#iPoints earned from Season missions are not counted toward the weekly limit.#ni\n#iSome rewards are enhanced after reaching level %d.#ni,เมื่อสิ้นสุด%sฤดูกาล: #b%s#nb (เวลา UTC)\nคะแนนสูงสุดสำหรับสัปดาห์นี้: #b%d / %d#nb\n#iคะแนนที่ได้รับจากภารกิจซีซั่นไม่รวมอยู่ในขีดจำกัดรายสัปดาห์#ni\n#iรางวัล Battle Pass บางตัวอาจจะมีผลเพิ่มขึ้นเมื่อคุณเลเวลถึง %d#ni
UI_BATTLEPASS_INFO7,%s ends at: #b%s#nb (UTC Time)\nWeekly points limit: #b%d / %d#nb\n#iPoints earned from Season missions are not counted toward the weekly limit.#ni,สิ้นสุด %s ฤดูกาล: #b%s#nb (เวลา UTC)\nคะแนนสูงสุดสำหรับสัปดาห์นี้: #b%d / %d#nb\n#iคะแนน ที่ได้รับจากภารกิจซีซั่นไม่รวมอยู่ในขีดจำกัดรายสัปดาห์#ni
UI_BATTLEPASS_INFO8,%s ends at: #b%s#nb (UTC Time)\n#iSome rewards are enhanced after reaching level %d.#ni,เมื่อสิ้นสุด %s ฤดูกาล: #b%s#nb (เวลา UTC)\n#ni\n#iรางวัลบางตัวอาจจะมีผลเพิ่มขึ้นเมื่อคุณเลเวลถึง %d#ni
UI_BATTLEPASS_INFO9,%s ends at: #b%s#nb (UTC Time),สิ้นสุด %s ฤดูกาล: #b%s#nb (เวลา UTC)\n#ni
UI_REMOTE_SHOP_TITLE,Remote Shop,Remote Shop
UI_HALLOWEENPASS,Halloween Pass,Halloween Pass
UI_PURCHASE_BANK_EXTRA_BAG,Purchase Extra Bag,เพิ่ม Slot
UI_SEARCH_BANK_EXTRA_BAG,Bank Extra Bag,Bank Extra Bag
UI_EXTRA_BAG_FMT,Bank Extra Bag Time Remaining: %s,เพิ่ม Slot %s
UI_RAINBOWRACE_ITEMS,Rainbow Items,ไอเท็ม Rainbow
UI_RAINBOWRACE_ITEMS_INFO,Fly through items throughout the race to use them against others!,บินผ่านไอเท็มต่างๆ ตลอดการแข่งขัน เพื่อเก็บไปใช้แข่งกับคนอื่นๆ!
UI_RAINBOWRACE_POINTS,Rank %d / %d (%d points),อันดับ %d / %d (%d points)
UI_RAINBOWRACE_FARWARNING,You've received a speed penalty for leaving the track - return now or you'll be disqualified!,ความเร็วลดลง เร่งความเร็วเพื่อหลีกเลี่ยงการถูกตัดสิทธิ์!
UI_RAINBOWRACE_SPEEDMULTI,Current speed multiplier: %d,ตัวคูณความเร็วในปัจจุบัน: %d
UI_RAINBOWRACE_APP_TITLE,Rainbow Race Application,การสมัคร Rainbow Race
UI_RAINBOWRACE_APP_CONFIRM,Registering costs %lld Penya. Continue?,Registering costs %lld Penya. Continue?
UI_RAINBOWRACE_APP_CURRENT,Registered Applicants: %d,การสมัครในปัจจุบัน: %d
UI_RAINBOWRACE_APP_FEE,Application Fee: %lld Penya,Application Fee: %lld Penya
UI_RAINBOWRACE_APP_TIP,Register for the Rainbow Race,สมัครการแข่ง Rainbow Race
UI_RAINBOWRACE_RANKING_TIP,View the rankings of the previous race.,ดูอันดับการแข่งขันครั้งก่อน
UI_RAINBOWRACE_APP_DISABLE_TIP,Registration is not currently open.,ยังไม่ถึงช่วงรับสมัครในปัจจุบัน
UI_RAINBOWRACE_APP_TIMELEFT,Next Race: ,การแข่งขันครั้งต่อไป: 
UI_CREATEULTIMATEWEAPON_TITLE,Create Ultimate Weapon,สร้างอาวุธ Ultimate
UI_CREATEULTIMATEWEAPON_DETAIL,"Level 150+ Unique weapons can be converted into Ultimate weapons.\nTo convert, your unique weapon must be upgraded to +10, and you must provide 3 Shining Oricalkums, 3 Ultimate Orbs, and 100,000,000 Penya. Ultimate weapons retain all elemental upgrades, piercings, and stats upon conversion.","การแปลงอาวุธขั้น Ultimate\nคุณสามารถสร้างอาวุธขั้นสูงสุดสำหรับอุปกรณ์ระดับ 140 ขึ้นไปได้ คุณสามารถแปลงอาวุธ +10 ให้เป็นอาวุธขั้นสูงสุดได้ การแปลงจะไม่ล้มเหลว และสำหรับการแปลง คุณจะต้องมี Shining Orikalkums 3 อัน, Ultimate Orbs 3 อัน และ 100 ล้าน Penya อาวุธขั้นสูงสุดจะแปลงโดยคงการอัปเกรดธาตุทั้งหมดและสถานะการเจาะ"
UI_CREATEULTIMATEWEAPON_CONFIRM,Confirm Ultimate weapon conversion?,ต้องการดำเนินการต่อไหม?
UI_CREATEULTIMATEWEAPON_ERROR_ITEM,This item cannot be made Ultimate.,ไอเทมนี้ใช้ไม่ได้
UI_CREATEULTIMATEWEAPON_ERROR_UPGRADELEVEL,You can only convert +10 weapons.,คุณสามารถแปลงได้เฉพาะไอเท็มที่ระดับอัพเกรดสูงสุดแล้วเท่านั้น
UI_ULTIMATECONVERTIBLE,Can be converted to Ultimate,สามารถแปลงเป็นอาวุธขั้น Ultimate ได้
UI_ULTIMATE_RANDOMSTAT,Random Ultimate Stats,สุ่มค่า Status
UI_RESTAT_TITLE,Re-Stat,Re-Stat
UI_RESTATC_DESC,Do you wish to apply the Fixed Stat upgrade to the following item?\n(%s),คุณต้องการใช้การอัปเกรดแบบ Fixed Stat กับไอเท็มต่อไปนี้หรือไม่?\n(%s)
UI_RESTATR_DESC,Do you wish to apply the Random Stat upgrade to the following item?\n(%s),คุณต้องการใช้การอัปเกรดค่ status สุ่มกับไอเทมต่อไปนี้หรือไม่?\n(%s)
UI_RESTATR2_DESC,Do you wish to apply the Random Special Option upgrade to the following item?\n(%s),Do you wish to apply the Random Special Option upgrade to the following item?\n(%s)
UI_ITEM_UPGRADE_PUT,Please input an item which you want to upgrade.,กรุณาใส่ไอเท็มที่คุณต้องการอัพเกรด
UI_MATERIAL_ITEM_PUT,Please input a material item first.,กรุณาใส่รายการวัสดุก่อน
UI_ELEMENT_UPGRADE_ERROR_ITEM,This item cannot be used.,ไอเท็มนี้ไม่สามารถใช้ได้
UI_ULTIMATE_UPGRADE_UNSAFE,"Without a Scroll of XProtect, the item will be destroyed if upgrading fails.",หากไม่มี Scroll of XProtect คุณจะสูญเสียไอเทมทันที ในกรณีที่ล้มเหลว
UI_MATERIAL_NAME,%s x%d,%s x%d
UI_MATERIAL_NAME_PLACEHOLDER,Material,วัสดุ
UI_PROTECTION_SCROLL_PLACEHOLDER,Protection Scroll,Protection Scroll
UI_ULTIMATE_PREFIX,[Ultimate],[Ultimate]
UI_TOOLTIP_DST_LAST_STAND,Last Stand Chance,Last Stand Chance
UI_TOOLTIP_DST_RIP_REFLEX,Riposte Reflex Chance,Riposte Reflex Chance
UI_TOOLTIP_DST_PRANK_ESCAPE,Prankster's Escape Chance,Prankster's Escape Chance
UI_TOOLTIP_DST_HEAL_GRACE,Healing Grace Chance,Healing Grace Chance
UI_TOOLTIP_DST_SPIRITUAL_CHARGE,Spiritual Overcharge Chance,Spiritual Overcharge Chance
UI_TOOLTIP_DST_AURABURST,Aura Burst Chance,Aura Burst Chance
UI_TOOLTIP_DST_WATERBOMB,Waterbomb Chance,ระเบิดน้ำ
UI_TOOLTIP_DST_SLOW_RATE,Dmg Slow Rate,Dmg Slow Rate
UI_TOOLTIP_DST_ARCANE,Arcane Insight Chance,Arcane Insight Chance
UI_MSGBOX_DISMANTLE,Dismantle,ย่อย
UI_PLAYERHOUSINGBUY_TITLE,Select House Template,เลือกรูปแบบบ้าน
UI_PLAYERHOUSINGBUY_INFO,Select a template for your house.\n\n#b#cffff0000Changing your house template will remove all currently placed decorations and NPCs! Save them to a preset to restore them later.#nc#nb,เลือกรูปแบบสำหรับบ้านของคุณ \n\n#b#cffff0000การเปลี่ยนรูปแบบบ้านจะยกเลิกการตกแต่งทั้งหมดจากบ้านปัจจุบันของคุณ! อย่าลืมบันทึกรูปแบบนี้เป็นอีก Preset หากคุณต้องการเก็บไว้ใช้ในอนาคต#nc#nb
UI_PLAYERHOUSINGBUY_CONFIRM,Select Template,เลือกรูปแบบ
UI_PLAYERHOUSINGBUY_MSGBOX_INFO,"Select this template?\n#bNote:#nb If you already own a house, this action will remove all currently placed decorations and NPCs.",คุณแน่ใจหรือไม่ว่าต้องการเลือกรูปแบบนี้? \n\n#bหมายเหตุ:#nb หากคุณเป็นเจ้าของบ้านอยู่แล้ว รูปแบบจะเปลี่ยนไป แต่โมเดลตกแต่งทั้งหมดที่คุณวางไว้จะถูกลบออก!
UI_PLAYERHOUSINGVISIT_TITLE,Visit a Friend's House,Visit a Friend's House
